stimulusWord,theCondition,corrResp,stimulusWord_2,theCondition_2,corrResp_2,Conditions_1.thisRepN,Conditions_1.thisTrialN,Conditions_1.thisN,Conditions_1.thisIndex,Conditions_2.thisRepN,Conditions_2.thisTrialN,Conditions_2.thisN,Conditions_2.thisIndex,Instruction_image.started,Instruction_image.stopped,Begin_task.keys,Begin_task.rt,Begin_task.started,Begin_task.stopped,Warning_signal_1.started,Warning_signal_1.stopped,The_word_1.started,The_word_1.stopped,Response_1.keys,Response_1.rt,Response_1.started,Response_1.stopped,Warning_signal_2.started,Warning_signal_2.stopped,The_word_2.started,The_word_2.stopped,Response_2.keys,Response_2.rt,Response_2.started,Response_2.stopped,The_end_text.started,The_end_text.stopped,End_task.keys,End_task.rt,End_task.started,End_task.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,16.702886206039693,None,space,95.44934128498426,16.702886206039693,None,,,,,,,,,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
PYSK,nonword,right,,,,0,0,0,14,,,,,,,,,,,112.20605124701979,113.21489817398833,113.19849353702739,None,left,1.4524563209852204,113.19849353702739,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
DRIN,nonword,right,,,,0,1,1,15,,,,,,,,,,,114.68431082100142,115.68736929201987,115.66467099200236,None,right,0.7030167379998602,115.66467099200236,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
DATA,word,left,,,,0,2,2,6,,,,,,,,,,,116.3921186630032,117.40223999100272,117.37402957602171,None,left,1.041724507987965,117.37402957602171,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
PLANT,word,left,,,,0,3,3,1,,,,,,,,,,,118.44005307502812,119.43851902498864,119.42842678900342,None,left,0.8140821170527488,119.42842678900342,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
POKV,nonword,right,,,,0,4,4,10,,,,,,,,,,,120.27677309303544,121.28477678401396,121.25879476300906,None,right,0.829802269989159,121.25879476300906,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
HOME,word,left,,,,0,5,5,9,,,,,,,,,,,122.11308507202193,123.1186441120226,123.09449621400563,None,left,0.9978671480203047,123.09449621400563,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
STRI,nonword,right,,,,0,6,6,13,,,,,,,,,,,124.11907160299597,125.11911467200844,125.09550205501728,None,right,0.537096626998391,125.09550205501728,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
CAFO,nonword,right,,,,0,7,7,16,,,,,,,,,,,125.65169042401249,126.6495426580077,126.63664268801222,None,left,0.5447919830330648,126.63664268801222,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
KAFF,nonword,right,,,,0,8,8,12,,,,,,,,,,,127.19725989800645,128.2001106539974,128.17204998800298,None,right,0.561331735982094,128.17204998800298,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
GIRL,word,left,,,,0,9,9,0,,,,,,,,,,,128.75940108002396,129.76474040100584,129.76474040100584,None,left,0.5815016819979064,129.76474040100584,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
BOAT,word,left,,,,0,10,10,8,,,,,,,,,,,130.37145106302341,131.3689177740016,131.35666113701882,None,left,0.7066432790015824,131.35666113701882,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
BONE,word,left,,,,0,11,11,2,,,,,,,,,,,132.0793240800267,133.0779000450275,133.06573329499224,None,left,0.5474959939601831,133.06573329499224,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
XLFE,nonword,right,,,,0,12,12,11,,,,,,,,,,,133.6293969930266,134.63145948399324,134.6197441990371,None,right,0.6954551580129191,134.6197441990371,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
FRIND,nonword,right,,,,0,13,13,19,,,,,,,,,,,135.33887225901708,136.33470787800616,136.32367953204084,None,left,0.671504728961736,136.32367953204084,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
NURSE,word,left,,,,0,14,14,3,,,,,,,,,,,137.01417610701174,138.01469945401186,138.01469945401186,None,left,0.8823544480255805,138.01469945401186,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
TRFIC,nonword,right,,,,0,15,15,17,,,,,,,,,,,138.91971989203012,139.9209630950354,139.89696428203024,None,right,0.455129173991736,139.89696428203024,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
NIGHT,word,left,,,,0,16,16,4,,,,,,,,,,,140.36984929302707,141.38081750000129,141.35389716702048,None,left,0.9691810930380598,141.35389716702048,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
FRIEND,word,left,,,,0,17,17,7,,,,,,,,,,,142.34809140703874,143.35339644103078,143.32925759803038,None,left,0.707734217052348,143.32925759803038,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
GLIR,nonword,right,,,,0,18,18,18,,,,,,,,,,,144.05294722301187,145.06427991203964,145.0387858650065,None,right,0.5851440459955484,145.0387858650065,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
CAFE,word,left,,,,0,19,19,5,,,,,,,,,,,145.64679953298764,146.6503506200388,146.62330580403795,None,left,0.7515885959728621,146.62330580403795,None,,,,,,,,,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,POKV GAME,nonword,right,,,,,0,0,0,10,,,,,,,,,,,,,,,147.42201464402024,148.4206891010399,148.40775027300697,None,right,0.637976146012079,148.40775027300697,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,CAFE SHOP,word,left,,,,,0,1,1,5,,,,,,,,,,,,,,,149.0648763370118,150.0665493850247,150.0545170470141,None,left,0.9072609090362675,150.0545170470141,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,NIGHT WORF,nonword,right,,,,,0,2,2,11,,,,,,,,,,,,,,,150.98882268404122,151.99215671001002,151.9812556070392,None,right,0.8394887419999577,151.9812556070392,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,SEAT FOOD,word,left,,,,,0,3,3,4,,,,,,,,,,,,,,,152.84124654100742,153.84811745100887,153.82081866502995,None,left,0.6478084730333649,153.82081866502995,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,MOVIE TETRE,nonword,right,,,,,0,4,4,18,,,,,,,,,,,,,,,154.49315401900094,155.49301757704234,155.48116332798963,None,right,1.1406288130092435,155.48116332798963,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,BONE CELL,word,left,,,,,0,5,5,2,,,,,,,,,,,,,,,156.64124142902438,157.6369381500408,157.62462547799805,None,right,1.1838517379947007,157.62462547799805,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,DATA TEXT,word,left,,,,,0,6,6,6,,,,,,,,,,,,,,,158.84202808799455,159.83741683099652,159.82585497800028,None,left,1.251551413035486,159.82585497800028,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,DUST GLIR,nonword,right,,,,,0,7,7,16,,,,,,,,,,,,,,,161.1174019119935,162.1191424120334,162.1065642000176,None,right,0.7728189150220715,162.1065642000176,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,PYSK STAR,nonword,right,,,,,0,8,8,14,,,,,,,,,,,,,,,162.90093199699186,163.90159420203418,163.876899445022,None,right,1.1524560110410675,163.876899445022,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,DANCE CAFO,nonword,right,,,,,0,9,9,17,,,,,,,,,,,,,,,165.052162891021,166.05124951899052,166.03737973800162,None,right,1.420994732005056,166.03737973800162,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,KAFF DRINK,nonword,right,,,,,0,10,10,12,,,,,,,,,,,,,,,167.48489813203923,168.48697882599663,168.46265574899735,None,right,0.7825853670365177,168.46265574899735,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,HOLE BALL,word,left,,,,,0,11,11,7,,,,,,,,,,,,,,,169.26167044899194,170.25732198898913,170.24690638500033,None,right,0.8453471349785104,170.24690638500033,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,AREA CANDLE,word,left,,,,,0,12,12,3,,,,,,,,,,,,,,,171.11465353303356,172.13067690003663,172.10482420801418,None,left,1.5243314069812186,172.10482420801418,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,DRIN GOLF,nonword,right,,,,,0,13,13,15,,,,,,,,,,,,,,,173.65402789902873,174.680835709034,174.6352563360124,None,right,0.7458343660109676,174.6352563360124,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,BOAT SEAT,word,left,,,,,0,14,14,8,,,,,,,,,,,,,,,175.40736984403338,176.40222533600172,176.3902649420197,None,right,1.5886980450013652,176.3902649420197,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,PLANT TREE,word,left,,,,,0,15,15,1,,,,,,,,,,,,,,,178.00232635601424,179.0134518200066,178.9866969549912,None,left,1.6581722010159865,178.9866969549912,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,HOME DECOR,word,left,,,,,0,16,16,9,,,,,,,,,,,,,,,180.6721042150166,181.69712246203562,181.6522314400063,None,left,1.012753487972077,181.6522314400063,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,TRFI OCEAN,nonword,right,,,,,0,17,17,19,,,,,,,,,,,,,,,182.6862249400001,183.68709303200012,183.674206383992,None,right,0.8254610340227373,183.674206383992,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,SHOW STRI ,nonword,right,,,,,0,18,18,13,,,,,,,,,,,,,,,184.52533124201,185.53381789801642,185.50749743403867,None,left,0.8753546999651007,185.50749743403867,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,GIRL CURL,word,left,,,,,0,19,19,0,,,,,,,,,,,,,,,186.40330112102674,187.4085168450256,187.39729638199788,None,left,1.2113842270337045,187.39729638199788,None,,,,,,,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.63257388101192,None,space,2.7629770640050992,188.63257388101192,None,6,001,2021_Dec_01_1512,Project_RL,2021.2.3,None,
